4129537,9983,20160712,0.005519902
6949378,3429,20160706,0.024944719
2166529,6928,20160727,0.042887434
2166529,1808,20160727,0.11263996
6172162,6500,20160708,0.02981533
4005121,9983,20160706,0.009486569
4347394,9983,20160716,0.006966655
3094273,13602,20160727,0.011390104
5139970,9983,20160729,0.0011833542
3237121,13602,20160703,0.012947995
6224386,9983,20160716,0.0021430932
6488578,13602,20160712,0.31881687
4164865,9983,20160703,0.004894968
4164865,8059,20160706,0.004840368
5468674,9983,20160713,0.012768033
6258178,9144,20160706,0.047942866
3659521,7341,20160727,0.020459771
3659521,13181,20160717,0.032727018
3659521,13602,20160718,0.03305427
7333378,13602,20160704,0.04251958
7333378,785,20160727,0.12503526
4454914,2978,20160711,0.061394617
6817282,8375,20160724,0.018334482
3149569,10418,20160721,0.019545292
6301186,1715,20160718,0.054135345
6301186,4203,20160708,0.007820283
2891521,13602,20160724,0.035977483
3422977,13602,20160727,0.06266038
4771330,13602,20160726,0.0047645606
4513282,11799,20160712,0.0034266813
3439873,13602,20160713,0.030905576
6632962,13602,20160727,0.04387917
6632962,10438,20160705,0.0031402048
6912514,9934,20160724,0.061068196
2821891,10418,20160702,0.01167535
3872515,10418,20160704,0.013826689
3872515,2978,20160704,0.019501233
2699011,13602,20160705,0.3124988
5406214,3903,20160722,0.01951193
5406214,2440,20160722,0.01838528
3359491,10418,20160725,0.0091032
4147459,5743,20160715,0.05104109
5427718,4912,20160704,0.058799785
5427718,662,20160704,0.085955895
5427718,1528,20160704,0.07195024
2848003,13602,20160702,0.0133682415
2726659,10842,20160724,0.08376503
3649795,2978,20160723,0.024568362
3649795,10418,20160701,0.030794902
2612995,9983,20160703,0.0020428405
3808003,9983,20160721,0.002107949
3812611,3992,20160721,0.016318008
3425539,3992,20160719,0.030901793
6853126,13181,20160721,0.063296996
4251142,10609,20160707,0.0917521
3442435,13602,20160713,0.026030144
3182851,11986,20160731,0.03631287
7175686,7774,20160706,0.3139864
7175686,9983,20160717,0.008865139
3199747,8059,20160712,0.00400539
3199747,3429,20160718,0.0060613183
6140422,6480,20160728,0.15493298
4001029,13602,20160704,0.015369253
3873541,2978,20160718,0.051476195
4603402,5482,20160723,0.06281778
6443530,13602,20160722,0.027856171
3627781,10418,20160713,0.021054624
4913674,8059,20160712,0.0035784047
3506437,13602,20160719,0.058838792
2196229,6614,20160717,0.016059747
2329861,13849,20160724,0.117312685
3514117,9967,20160706,0.0052452516
5733898,13183,20160705,0.14729816
2480389,2978,20160703,0.18488665
3928837,1904,20160722,0.021542568
3017989,13602,20160730,0.011666165
3017989,9983,20160704,0.009633415
5776906,13602,20160706,0.030905576
6332938,13602,20160724,0.02876389
5568010,8596,20160722,0.01734516
5568010,8596,20160722,0.01734516
2398981,13602,20160722,0.014636396
3208453,10418,20160713,0.005878396
7205386,13602,20160729,0.039129008
4866574,13602,20160723,0.06743642
4866574,9983,20160725,0.0026345379
5394958,2601,20160712,0.0064056567
6445582,13602,20160713,0.030905576
3748615,13602,20160709,0.021939324
3748615,11184,20160703,0.020045536
5941774,9983,20160711,0.0031108267
2842375,3429,20160725,0.020031158
2324743,10418,20160701,0.02230369
6491662,4654,20160717,0.029692661
3644167,11463,20160710,0.08214981
3644167,11463,20160706,0.14602986
3644167,11463,20160708,0.08026986
3644167,11463,20160711,0.069023706
3644167,11463,20160713,0.02539567
2862343,3004,20160712,0.07681138
2862343,2070,20160721,0.009567271
2862343,7821,20160721,0.02016786
2862343,14,20160731,0.025475243
4676110,9983,20160727,0.0021686133
3135751,3992,20160724,0.012716517
4054279,9983,20160729,0.008870319
4192519,13602,20160723,0.010832833
2363143,3780,20160703,0.09311102
2363143,13161,20160703,0.09385039
2363143,2978,20160724,0.066540055
2363143,10438,20160729,0.05342064
3025159,9983,20160703,0.006019643
3025159,10438,20160701,0.004198117
3025159,13602,20160725,0.023976766
6574606,8059,20160729,0.0031993447
2771719,13602,20160728,0.011800814
2513671,9983,20160723,0.022727419
7136782,13602,20160714,0.00984761
3568903,8596,20160722,0.027716853
5047822,13602,20160722,0.035051934
3704071,10110,20160716,0.0478673
3704071,10110,20160707,0.36262587
3183367,4132,20160723,0.02176907
4276750,13602,20160726,0.03822457
6402574,9983,20160704,0.009633415
6402574,10418,20160706,0.014358246
6408718,13602,20160724,0.012947995
4587022,8059,20160717,0.012599801
4587022,9983,20160717,0.038946424
3212041,13602,20160715,0.027856171
5903890,13602,20160724,0.06628313
4598290,1904,20160709,0.02779192
3093769,8306,20160728,0.0543116
3093769,8059,20160728,0.004457027
3093769,9983,20160716,0.013519055
3093769,8306,20160728,0.0543116
4370962,8059,20160722,0.004005084
6208018,2920,20160729,0.22697349
2189065,2096,20160715,0.03300696
4029193,13602,20160703,0.02876389
3119881,493,20160721,0.039261438
3910921,9983,20160712,0.0012350207
3910921,13602,20160711,0.04065649
6773266,2096,20160717,0.059446305
4948498,2978,20160725,0.019455565
2347273,13602,20160725,0.067820296
4190473,10284,20160720,0.03180559
3536137,13602,20160728,0.030512942
2358025,13602,20160703,0.005493251
3930889,10438,20160729,0.0026977975
3930889,13602,20160704,0.009691941
3930889,2893,20160724,0.15421519
3930889,2893,20160726,0.0291358
4066057,5702,20160716,0.40777394
4066057,13602,20160724,0.035839763
4066057,5702,20160723,0.123613104
4066057,5702,20160709,0.5257261
4070665,10418,20160715,0.017047027
3024649,3992,20160709,0.020372141
6862354,13602,20160731,0.06628313
6078994,10438,20160716,0.0021096717
3310345,10438,20160731,0.002713341
6112786,13602,20160714,0.013888711
2930953,2978,20160724,0.02300621
6939154,10418,20160727,0.010940154
6939154,2978,20160727,0.030190036
3208969,3985,20160724,0.42771336
3208969,11876,20160724,0.18856438
2296075,13602,20160728,0.0053906105
2173195,2601,20160703,0.0048675234
5948950,10418,20160720,0.03068759
2723083,4277,20160724,0.028995475
4177675,9983,20160721,0.06457422
4177675,13602,20160719,0.010078325
6790678,13602,20160723,0.015271996
3531019,8059,20160717,0.0021437053
7343638,8059,20160704,0.0043929745
3021067,13320,20160722,0.05774392
2773771,4727,20160725,0.07486379
4286998,13602,20160711,0.024671344
6385174,9983,20160712,0.001062901
2933515,9983,20160703,0.0060746395
2933515,13602,20160702,0.0052787294
6925846,13602,20160714,0.016088497
6925846,9983,20160721,0.0011107007
5617174,5785,20160725,0.088459834
6667798,9983,20160710,0.012494352
6667798,8499,20160725,0.23013915
6667798,13602,20160704,0.027968058
5887510,3093,20160704,0.04247824
5887510,8215,20160704,0.019528637
5887510,9002,20160704,0.019905774
3469579,2978,20160711,0.033299774
5368342,13602,20160727,0.026030144
6157846,13602,20160722,0.0047454517
6427162,1904,20160708,0.03365857
6427162,11894,20160708,0.029627454
7228954,9983,20160714,0.0136629
6728218,3992,20160707,0.02365932
6992410,1971,20160706,0.015636617
6992410,1971,20160701,0.039309274
6992410,1971,20160708,0.015007789
6992410,1971,20160705,0.01600196
6992410,1971,20160711,0.0074696597
3909901,9983,20160726,0.008738447
6783514,13602,20160729,0.043041326
6783514,9983,20160731,0.008101869
6783514,12154,20160729,0.2020707
4694554,10418,20160711,0.02217567
4694554,13602,20160721,0.0053205616
4694554,2978,20160710,0.023697121
4694554,10438,20160703,0.0041772206
5238298,11799,20160729,0.0030008815
2886925,2978,20160722,0.27988058
2891533,13602,20160731,0.01523573
2635021,1808,20160730,0.19023284
2635021,6928,20160730,0.097267985
5275162,2601,20160707,0.004218199
2247949,13602,20160707,0.005600327
2247949,1589,20160710,0.3862902
2247949,1589,20160721,0.08070364
2247949,9983,20160730,0.0034407696
6335002,9793,20160714,0.07215519
6599194,3429,20160710,0.011337278
6608410,8012,20160721,0.061395302
3048205,10438,20160712,0.002475345
3048205,10418,20160701,0.016501255
3837709,9983,20160720,0.0018623219
2800909,13602,20160727,0.035462976
5880346,13602,20160721,0.0052543557
5880346,8901,20160703,0.035093497
6153754,8059,20160724,0.0023735634
5393950,13602,20160720,0.026030144
6976030,9718,20160702,0.058303885
2846479,10438,20160711,0.0023825204
6223390,9983,20160710,0.0043895226
3639055,9983,20160701,0.0028054442
2872591,13602,20160713,0.026030144
3531535,8059,20160702,0.006094742
3531535,10418,20160704,0.0137958
3531535,9983,20160702,0.0029177608
3531535,3429,20160704,0.011841308
5510686,8059,20160712,0.0026730557
5510686,3429,20160704,0.024257371
3937039,10990,20160710,0.12911046
6039070,8059,20160715,0.042689342
6039070,13803,20160707,0.19381413
6039070,9983,20160726,0.09166986
6039070,13602,20160726,0.054785255
6039070,3429,20160716,0.022952389
3675919,2601,20160708,0.003940341
4472350,9983,20160728,0.008231795
2107663,13602,20160728,0.030512942
2370319,12429,20160723,0.16984639
2370319,10418,20160711,0.009313748
2765071,2978,20160721,0.04809628
2765071,13602,20160714,0.008326788
3557647,13602,20160704,0.0062685274
3557647,10438,20160712,0.0020426481
2772751,13602,20160713,0.018563177
2772751,9983,20160714,0.0010899792
3428623,10438,20160706,0.003257397
3428623,10418,20160704,0.017818496
3428623,3429,20160705,0.0141023975
3428623,13602,20160724,0.013858082
3428623,2978,20160724,0.044149
3298063,2978,20160731,0.0150157
3298063,10438,20160721,0.002966086
6893086,13602,20160727,0.030905576
2817295,13602,20160720,0.013581
2953489,9983,20160704,0.004015647
5180962,13602,20160723,0.029159125
3647761,9983,20160724,0.006793773
4938274,3594,20160703,0.03332417
3913489,13602,20160704,0.338523
3133201,13602,20160711,0.028676674
3019537,13602,20160703,0.01523573
6308386,13602,20160706,0.00698136
6308386,10438,20160706,0.003033118
2369809,13602,20160723,0.0060948287
2764561,10418,20160704,0.06389625
2764561,13602,20160712,0.011883329
2764561,10438,20160710,0.006798671
2764561,2978,20160703,0.41765139
7128610,9983,20160716,0.0039046917
2127121,13602,20160723,0.012978887
2266897,2978,20160707,0.03569158
2266897,13602,20160703,0.0669896
2266897,3429,20160706,0.029621705
2266897,6749,20160726,0.24052109
3845905,5743,20160724,0.03285136
6913570,5840,20160723,0.0068544615
3326737,2978,20160721,0.021934899
2680081,13602,20160704,0.32847038
2680081,8780,20160717,0.741445
2680081,8780,20160722,0.47869948
5371426,13602,20160706,0.030905576
2819347,13602,20160728,0.028251968
4144915,13602,20160717,0.01261821
4144915,11799,20160717,0.003648562
3624211,11512,20160724,0.04096061
3624211,11512,20160715,0.35821983
3628819,12559,20160721,0.05792778
3628819,13602,20160703,0.036247805
2843923,13602,20160710,0.19465257
3636499,10418,20160711,0.0074162004
2588947,2623,20160702,0.1062772
3383059,1904,20160718,0.054198213
2870035,10418,20160701,0.013673667
2870035,2978,20160701,0.023065956
2870035,10438,20160724,0.0026987484
2870035,13602,20160711,0.0053568822
6037030,13602,20160714,0.0117551265
2635027,807,20160716,0.047880232
3301651,2601,20160726,0.0065551787
4540966,10418,20160706,0.013195287
5327398,13602,20160726,0.008285241
2800915,10418,20160705,0.0051281233
2146579,4811,20160702,0.5024978
2146579,8137,20160701,0.7396822
2146579,8137,20160702,0.5803691
2146579,8137,20160703,0.21552847
2146579,4811,20160709,0.11814142
6921766,13602,20160705,0.031330455
3854611,13602,20160729,0.072808
3470611,11146,20160706,0.32451987
3470611,11146,20160710,0.073958606
3482389,8181,20160707,0.007747659
3877141,13602,20160706,0.011390104
4349482,8059,20160701,0.0050344006
4349482,3429,20160726,0.006971057
2964757,7419,20160709,0.030988362
4884010,13506,20160719,0.07940403
4884010,13506,20160719,0.07940403
4884010,13506,20160718,0.5009567
4884010,12455,20160714,0.035222832
4622890,6648,20160730,0.1388029
4622890,4785,20160727,0.32006773
2445589,2002,20160703,0.013603606
2445589,8059,20160720,0.0062673865
2445589,13602,20160726,0.038712934
2445589,9983,20160730,0.0020423848
6208042,9983,20160714,0.005251017
6208042,8059,20160716,0.0045583113
6208042,3429,20160717,0.010345401
6208042,13602,20160719,0.005358986
6994474,13602,20160713,0.004492452
6994474,2978,20160710,0.019410107
6472234,8059,20160713,0.0039060125
2456341,5933,20160717,0.26944742
2456341,1904,20160724,0.038540095
2456341,5933,20160723,0.04658177
3505429,10438,20160711,0.0024880748
2723605,8059,20160703,0.0041404967
7286314,9983,20160707,0.0043386025
4668970,13602,20160725,0.013522864
3133717,3780,20160709,0.14106195
3133717,3743,20160710,0.10590437
3133717,10438,20160712,0.052807078
3791125,2911,20160713,0.0088323895
4966954,785,20160729,0.13650376
5492266,7501,20160713,0.0072184624
3809557,13602,20160724,0.011347471
2762005,9599,20160726,0.014549772
4075285,11986,20160721,0.046987
4075285,5215,20160721,0.07567373
2373397,13602,20160702,0.12431145
2373397,6911,20160721,0.11386278
3557653,13602,20160725,0.013335759
4090645,5488,20160719,0.057349406
4090645,3992,20160722,0.01682049
3566869,5562,20160709,0.04410217
5824042,4061,20160712,0.090818115
4776490,13602,20160719,0.0041472698
5581354,13602,20160718,0.028676674
3447061,13602,20160703,0.1427498
6917674,8059,20160713,0.0034224975
4119829,13602,20160726,0.023982346
2819863,4924,20160719,0.019185642
2300695,11799,20160725,0.003597484
4140823,2601,20160730,0.004451094
2442007,2149,20160701,0.2084562
2442007,2149,20160710,0.11905427
2442007,13624,20160701,0.38980335
2442007,7471,20160701,0.09104344
2442007,384,20160701,0.1457809
4898350,13602,20160720,0.013581
3239191,10418,20160704,0.012135087
3239191,13602,20160724,0.023021864
3239191,9983,20160725,0.0014521616
3110167,3429,20160702,0.009023711
3111703,13602,20160726,0.031330455
3899671,13602,20160723,0.013509781
4391470,3992,20160702,0.014365785
2878231,3992,20160704,0.07613219
2749207,8059,20160701,0.004005084
5761582,13602,20160704,0.034045976
2621719,9983,20160726,0.0010155864
2621719,13602,20160723,0.05595018
3147031,3992,20160729,0.0268788
7346734,9977,20160713,0.27013525
7346734,4405,20160701,0.029728448
7346734,3429,20160711,0.013897496
7346734,9183,20160713,0.11283227
7346734,8059,20160711,0.0076583116
